Client,Warehouse,Product,2024-01-08,2024-01-15,2024-01-22,2024-01-29,2024-02-05,2024-02-12,2024-02-19,2024-02-26,2024-03-04,2024-03-11,2024-03-18,2024-03-25,2024-04-01
0,3,1274,0.723954,0.694576,0.688294,0.675864,0.696380,0.532317,0.696379,0.696379,0.684075,0.688176,0.675872,0.692278,0.692278
0,3,1536,95.993108,98.091066,103.367155,120.381350,110.048864,101.962016,103.271546,109.695936,107.387237,99.786455,99.325952,116.365777,108.823900
0,3,1704,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,3,2119,215.690469,233.987723,237.201128,245.415113,222.179265,217.423404,223.092314,243.285901,223.525027,212.924783,226.789639,241.469877,219.333087
0,3,2391,92.352317,95.693722,99.260158,101.697421,107.138061,107.847346,105.604049,106.195213,124.753129,111.262390,115.657194,116.033685,107.649903
0,3,2506,80.696065,92.105209,98.946590,111.687906,99.734041,88.245129,99.977641,111.222134,101.552817,95.853771,105.638349,116.343709,103.985732
0,3,2628,126.165450,140.764736,165.876843,168.833440,172.801948,149.690254,158.532090,184.998423,175.601814,152.943481,164.058686,181.436581,179.953900
0,3,2838,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,3,2884,143.760433,174.924294,181.931590,219.852844,306.138693,254.014154,229.200261,202.003473,186.944811,184.103048,205.161036,230.296923,210.166142
0,3,2949,195.031240,207.509048,222.010726,224.789616,210.503527,200.322032,211.233198,224.365731,212.433362,200.915201,211.345093,241.315561,215.324193
0,3,3401,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,3,3419,130.976229,138.219330,140.650325,147.233682,142.013862,132.295269,141.226140,146.712243,143.405886,132.007444,140.229386,150.001425,142.688468
0,3,3520,117.257342,130.905523,135.231931,143.996179,135.344852,125.677869,134.421014,140.985291,135.540731,128.180208,132.954078,147.377817,138.296442
0,3,3583,181.906146,200.982474,216.289796,207.031072,212.831945,195.829721,202.420961,226.650971,218.896905,193.127314,208.024223,224.171517,204.709709
0,3,3702,259.017591,263.482443,276.142762,282.238075,264.578310,266.719852,271.357799,284.125076,269.648926,264.708212,276.156584,292.964932,268.288123
0,3,3751,115.604293,145.446313,158.287292,176.716954,188.072318,168.235991,163.539954,161.722662,158.612686,154.584556,159.246151,170.832187,157.859473
0,3,3778,10.111450,10.342153,10.766315,10.860688,9.816325,9.917221,10.313515,10.800760,10.109973,9.865755,10.265496,10.673721,9.919063
0,3,4285,828.780742,945.810049,954.856574,1025.542388,1208.904971,1023.263893,1028.531681,991.008757,983.438390,922.032880,993.160057,1082.261752,1001.779428
0,3,4520,61.014622,56.908094,65.423938,59.038498,66.886489,68.032492,58.098812,62.131632,57.845479,65.990890,55.874100,62.042725,59.022164
0,3,4592,268.774379,311.565564,315.335640,361.842075,449.727982,385.517660,374.397249,340.464488,329.572791,310.096375,348.492849,385.867049,349.536936
0,3,5023,33.859499,35.790442,38.330302,39.180404,36.369157,35.463074,36.673348,37.720732,36.013298,35.036290,36.205134,37.580781,35.692016
0,3,5274,282.434469,292.552266,314.126126,328.317087,293.934461,288.594714,301.731781,327.805837,303.869521,290.942840,306.452037,337.078562,305.658335
0,3,5376,140.174666,150.205337,144.877290,133.815242,119.202386,111.230905,118.541342,131.187935,123.560802,114.106365,119.257923,136.255797,120.177370
0,3,5456,707.068974,740.099452,772.002896,802.462300,831.966177,781.681293,800.006812,800.189481,914.772362,765.499628,828.454030,853.006212,812.951508
0,3,5493,340.622160,373.481908,380.846371,404.481566,368.326349,355.028637,379.361561,402.087317,376.513665,365.726011,382.126513,422.226424,386.134074
0,3,5512,246.684985,245.514920,258.123824,266.666218,249.492530,245.269686,247.353708,258.388887,254.989465,250.303884,259.430177,273.677400,256.420111
0,3,5599,115.841663,152.202828,172.598663,171.049562,191.565603,164.219457,163.702341,162.533112,160.858794,155.184605,158.635066,171.227717,159.037610
0,3,5824,1.119802,1.087809,1.153788,1.212707,1.128939,1.072793,1.088317,1.164647,1.077893,1.049965,1.138744,1.197127,1.103497
0,3,5901,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,3,5933,120.145790,133.890495,142.692471,138.038082,129.414504,126.235223,132.140340,137.288237,129.920707,127.128291,133.378660,140.367740,130.937976
0,3,6100,102.229493,123.852442,128.500300,119.873069,114.057661,113.815532,118.595376,124.871295,116.371857,116.549112,124.801691,130.998082,116.470621
0,3,6289,17.771511,18.065641,19.429188,19.843765,17.808367,16.910317,19.241825,18.704889,17.212737,17.282414,18.688321,19.183951,17.195165
0,3,6436,1243.399379,1432.055867,1443.160310,1561.337110,1932.153811,1671.918128,1580.991416,1533.366181,1513.722261,1446.353152,1558.773259,1710.023449,1626.346945
0,3,6581,63.598454,64.164068,66.730977,69.360629,66.658037,65.582247,65.767678,67.440880,67.463938,65.688576,67.967710,69.227167,65.584214
0,3,6614,13.348140,13.083235,14.370464,15.161949,12.792078,13.120517,13.599696,14.930483,13.007181,12.950453,13.687911,15.290039,13.366576
0,3,6816,88.609041,84.092210,83.213391,81.476115,76.699966,74.631592,74.981216,79.037833,75.014288,73.873671,74.296448,75.072757,72.647870
0,3,6838,4.036364,7.003085,5.358491,5.306667,5.328831,4.735476,4.963320,5.510185,4.762357,4.562157,4.689080,5.186423,5.002562
0,3,7256,186.685169,204.696106,209.807163,205.801292,210.339837,184.351074,200.848506,234.078620,232.131677,202.054378,217.078190,247.141141,222.568266
0,3,7299,107.257654,120.306421,126.133450,128.568735,124.042421,115.809049,124.250268,130.189129,125.041176,116.915646,125.939103,136.402147,123.917827
0,3,7363,151.360876,175.363661,183.479135,189.093884,175.437082,163.700646,179.177161,189.456508,175.272582,170.926576,183.021786,200.726491,176.781885
0,3,7918,120.970527,133.820580,137.179479,139.901237,134.512561,127.050910,135.427029,137.448620,135.728659,126.174397,133.802331,144.525815,132.941579
0,3,8087,123.187840,107.990229,104.896200,106.245366,103.236137,107.820641,108.343696,106.793758,102.325850,104.680877,113.456764,116.112600,108.290448
0,3,8123,473.387379,543.021091,556.590816,617.551263,710.352155,623.611283,615.341781,586.655334,578.106819,545.349225,589.941108,672.661847,640.543057
0,3,8196,104.679488,137.905919,132.759620,139.643051,162.138524,148.801943,145.589678,142.690282,139.130579,135.025947,140.577357,153.026216,141.437323
0,3,8313,123.979436,135.937835,141.446630,148.182091,139.745437,132.740226,140.094232,153.987696,155.659518,141.028458,147.994456,159.347120,140.312898
0,3,8439,267.241464,302.449085,310.564128,316.209450,311.396377,265.467679,296.799828,315.697874,316.252031,284.026455,296.804162,337.453270,320.660243
0,3,8689,128.607051,135.523080,140.913836,154.277305,142.380380,134.068489,145.123164,152.614392,151.287643,139.582103,147.973802,161.771376,147.166399
0,3,8754,240.924277,278.203554,284.523209,317.022062,408.859738,359.140293,327.167567,294.158662,292.649356,286.235528,305.069421,329.795420,310.510863
0,3,8851,198.058122,226.044448,235.563988,271.109265,359.719011,300.165873,282.881055,251.416643,241.366705,229.375352,256.675206,285.619451,262.593615
0,3,8868,9.174544,8.671786,9.393991,8.800168,8.421647,8.597789,8.866854,8.895534,8.571331,8.502387,8.771609,8.937130,8.425515
0,3,8874,306.115189,325.022302,338.428344,342.907622,337.530902,314.548212,335.375292,350.263419,337.290039,319.335731,336.807509,366.398277,339.012646
0,3,9003,336.084700,339.413144,352.161415,356.730745,374.998845,356.746261,358.955313,363.766360,375.170869,343.117211,359.328810,384.682572,342.841439
0,3,9025,62.290911,63.420014,68.449520,71.012157,65.738822,64.755120,66.100378,69.471622,66.005801,64.522826,65.055418,68.363805,65.264363
0,3,9055,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,3,9771,138.377014,142.678672,147.234484,154.511727,144.966431,135.863827,143.065201,153.270598,148.335405,137.972891,144.708461,160.216740,143.201995
0,3,9841,60.508645,67.950226,72.671192,81.241895,73.196518,64.153665,70.658885,75.348892,70.357575,67.073796,69.482575,76.425945,69.262143
0,3,10278,0.984752,0.991074,0.964201,1.000231,0.860645,0.861573,0.895386,0.938914,0.890626,0.864778,0.899739,0.931501,0.878760
0,3,10359,408.732515,485.177567,493.322788,542.257715,624.137293,525.571312,533.851325,525.295732,508.939819,482.113492,517.536821,561.199199,520.194076
0,3,10500,157.328945,170.084185,173.973127,187.985511,166.372349,160.212996,161.714166,169.010494,164.523174,164.717741,168.604994,180.921142,168.612924
0,3,11146,319.178311,357.436016,360.329404,384.321713,396.406875,359.056515,393.733609,396.732311,572.866059,364.568903,396.410822,408.231196,409.848049
0,3,11374,594.998911,667.299046,689.617320,710.737030,666.352387,652.255912,676.840836,691.337377,680.765873,651.969957,676.427698,726.267985,675.665265
0,3,11418,384.978700,397.806007,421.309737,430.675957,445.586325,406.474660,420.826199,437.442143,420.668108,401.623428,446.103903,453.508888,418.640967
0,3,11496,1060.050263,1101.670639,1110.756488,1166.162044,1198.513418,1093.424366,1152.777217,1146.696476,1212.156356,1088.181095,1170.709961,1212.434977,1187.434346
0,3,11611,1.831732,1.801249,1.845236,1.833512,1.836866,1.840219,1.838542,1.845248,1.845248,1.836866,1.840219,1.840219,1.845248
0,3,12086,246.239352,303.596720,305.448189,354.757668,330.322205,307.531512,326.515557,331.700793,738.811834,300.608164,309.196882,387.398383,400.725298
0,3,12167,0.077342,0.036387,0.073050,0.059922,0.077167,0.071562,0.074689,0.073588,0.056382,0.071995,0.055890,0.076184,0.074950
0,3,12288,126.758695,134.083764,135.153272,126.671377,126.652622,122.430111,125.123888,126.145256,126.559067,124.647896,132.046065,132.970757,123.600438
0,3,12346,11.297689,11.835859,11.948249,11.983053,11.959434,11.945432,11.967266,11.959574,11.957825,11.935932,11.891943,11.977747,11.944134
0,3,12891,66.188864,75.981049,77.095223,75.307911,74.627671,67.793762,72.154817,89.936561,81.758626,78.345911,83.365664,90.965259,84.191142
0,3,13799,35.079982,40.170626,42.451933,44.946149,42.340429,40.462317,44.782627,46.966729,42.471106,40.703477,43.764031,47.234501,42.687940
0,3,13830,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,3,13842,155.802388,159.600234,172.413707,173.545136,159.483201,156.485058,160.457713,168.125318,163.471777,151.567886,155.230368,170.426292,164.748910
0,3,13867,105.004666,111.224747,100.730192,91.864244,84.419980,79.581478,82.840015,90.416317,85.806924,79.726118,86.725665,92.028783,85.550557
0,3,13996,28.437372,31.356190,32.139324,31.769888,29.831698,30.240293,31.547080,31.596869,30.027147,29.986961,31.706457,32.038955,30.011272
0,3,14320,29.458087,30.960497,31.370428,32.187828,30.321246,30.818837,32.274076,31.215782,29.516387,30.799966,31.034544,32.755569,29.359228
0,20,4337,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,20,4431,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,20,5871,0.244711,0.234333,0.241476,0.236560,0.239943,0.237615,0.239217,0.238114,0.238873,0.238351,0.238711,0.238463,0.238633
0,20,7457,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,20,8011,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,20,8264,1.287582,1.353666,1.375821,1.466665,1.463899,1.433894,1.456491,1.538465,1.624981,1.668671,1.633829,1.663470,1.689595
0,20,8587,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,207,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,355,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,394,0.254008,0.244040,0.244617,0.244584,0.244586,0.244585,0.244585,0.244585,0.244585,0.244585,0.244585,0.244585,0.244585
0,44,1345,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,1768,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,2277,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,2622,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,2762,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,3283,0.669104,0.763749,0.858347,0.996635,3.689143,1.012233,1.077214,1.276843,1.080288,1.298010,1.182228,1.479211,1.128668
0,44,4673,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,4801,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,4893,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,5147,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,5513,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,5563,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,5921,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,5924,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,8140,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,8654,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,8726,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,9290,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,9438,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,9541,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,10021,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,10424,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,10798,2.721830,2.340591,2.369768,2.388370,2.221498,2.247767,2.412886,2.608846,2.433577,2.415820,2.493188,2.544734,2.441337
0,44,11524,0.449448,0.548387,0.585433,0.644950,1.169449,0.667247,0.722941,0.684153,0.688338,0.691001,0.776942,0.927071,0.752786
0,44,11575,0.246367,0.243986,0.244020,0.244020,0.244020,0.244020,0.244020,0.244020,0.244020,0.244020,0.244020,0.244020,0.244020
0,44,11756,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,12063,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,12276,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,12360,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,12651,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,12908,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,13089,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,13707,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,44,13734,0.226650,0.292538,0.295404,0.380095,0.805738,0.352231,0.412193,0.381601,0.436451,0.392099,0.437914,0.631603,0.414609
0,44,14239,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,47,367,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,47,639,1.848836,1.879137,1.913974,1.936742,1.871996,1.900199,1.983042,1.951049,1.889897,1.918283,1.950392,1.955456,1.952287
0,47,655,2.132269,2.306178,2.348863,2.260041,2.106756,2.110531,2.170487,2.247541,2.212099,2.168508,2.180842,2.242399,2.198208
0,47,1149,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,47,1485,1.899694,2.036365,2.075467,2.043360,1.943329,2.035009,2.117681,2.060450,1.982885,1.997611,2.033489,2.025543,1.962689
0,47,1969,1.755404,1.843326,1.879883,1.871152,1.811508,1.851235,1.901783,1.939189,1.907713,1.929618,2.033740,1.982542,2.043595
0,47,3179,0.327690,0.369235,0.384302,0.438986,0.419651,0.363932,0.405535,0.384132,0.381633,0.368197,0.376715,0.410094,0.408168
0,47,3234,1.389533,1.390446,1.451285,1.455077,1.379892,1.417700,1.465560,1.449868,1.411598,1.433772,1.443384,1.467190,1.498649
0,47,3463,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,47,3515,0.830542,0.929011,0.956286,0.973262,0.977939,0.979171,0.978598,0.979719,0.979765,0.975843,0.975848,0.976834,0.979788
0,47,4337,2.084959,2.118829,2.218676,2.246652,2.189824,2.283888,2.298673,2.321958,2.322753,2.380965,2.364579,2.357035,2.356505
0,47,4431,0.650060,0.763665,0.827984,0.765557,0.671701,0.671702,0.734282,0.671702,0.671702,0.671702,0.671702,0.859442,0.671702
0,47,5317,0.418549,0.458613,0.502655,0.490255,0.483407,0.484410,0.484809,0.484968,0.485031,0.485056,0.485066,0.513176,0.494440
0,47,5604,1.090322,1.174883,1.194722,1.199377,1.200469,1.200725,1.200785,1.200799,1.200803,1.200804,1.200804,1.200804,1.200804
0,47,5619,1.772020,1.852358,1.878748,1.899760,1.821514,1.880165,1.983877,1.954938,1.882154,1.868513,1.940912,1.933598,1.936453
0,47,5657,2.000132,1.890985,1.968990,2.000080,1.904048,1.974718,2.033018,2.022230,1.958980,1.960167,2.005620,2.008073,2.012721
0,47,5871,0.168342,0.180223,0.207083,0.198823,0.189220,0.189731,0.189964,0.190070,0.190118,0.190140,0.190150,0.222329,0.211606
0,47,6341,2.222121,2.386874,2.538205,2.571103,2.445970,2.588917,2.727630,2.790303,2.678818,2.505569,2.705777,2.846698,2.733866
0,47,6898,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,47,7022,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0,47,7186,2.049552,2.210369,2.241687,2.433966,2.124478,2.131512,2.379812,2.195044,2.204163,2.184288,2.416140,2.403440,2.469050
0,47,7457,0.198218,0.225594,0.218183,0.236114,0.223725,0.224733,0.253866,0.225544,0.225691,0.225769,0.240110,0.225831,0.225843
0,47,7469,0.401028,0.422670,0.428920,0.430726,0.431247,0.431398,0.431441,0.431454,0.431457,0.431458,0.431766,0.431919,0.431766
